X_name,Y_name,Y
077006000_1466184933-kepala_kuning_jpg.rf.bc54808c92c71f02906cd08375670dc8.jpg,trucks,0
-_57_jpg.rf.7248f28ddc3b49a3ca29b78db518646e.jpg,trucks,0
Mitsubishi-Fuso-Truck-39_jpg.rf.1e38de5765dc3bbf9490b79fad7be04a.jpg,trucks,0
Image_013589_jpg.rf.ad8ba923137d31c67e3a730e4e3c1780.jpg,trucks,0
Batch2-IMG0736_jpg.rf.f694856118023870de7585e31de82f04.jpg,trucks,0
Mitsubishi-Self-Loader-Truck-CN--FV4-1_jpg.rf.461327c54ea604902e1d777195b81f37.jpg,trucks,0
Mitsubishi-Fuso-Truck-of-America_jpg.rf.847057332bbab4a706ea16f821bf33ef.jpg,trucks,0
847675-2012-mitsubishi-fuso-super-gr_jpg.rf.4bbd38fbd9442d14fcd14bc715cbaca7.jpg,trucks,0
Image_013518_jpg.rf.af8cee25f6f5a589959200fdfaee4276.jpg,trucks,0
1985_mitsubishi_canter_1612210132039_jpg.rf.a808e99bbe3201e93513dfd069160da4.jpg,trucks,0
irsyadputrakaroseri_20210128_2_jpg.rf.af4f3bd099d00e58bebc0cf69394d54a.jpg,trucks,0
YsYqevqdVxPSpXy_jpg.rf.20e25137160f3e2a84e0741733bb7248.jpg,trucks,0
Image_013408_jpg.rf.401f0b5b7914d31ce9aa3d7593ec6109.jpg,trucks,0
IeMJPmYcrHrgMTu_jpg.rf.f532f728c158b25eed1f38b909c8f174.jpg,trucks,0
TRUK-2BUD-2BQUESTER_png.rf.c5a5609356ca9ae7c6c42ef56657a5ea.jpg,trucks,0
Mitsubishi_Fuso_Canter_Trucks_715T-1_jpg.rf.07af119c8433ca555a32f15bfd08d4c7.jpg,trucks,0
Image_013194_jpg.rf.adf05946eb4e7420fdeaa8b25f089d37.jpg,trucks,0
Image_013533_jpg.rf.3b570a4614d1eecadd909b26a9f2c838.jpg,trucks,0
17828_5993AFS01_2_jpg.rf.b518e8cead3374dc7f6bf5616f9b45ab.jpg,trucks,0
istockphoto-911090018-1024x1024_jpg.rf.b4562675e99d6ea80ca5e388160afa8f.jpg,trucks,0
2_15816726655e4668d98a71c_jpg.rf.5ea8bf5e327d262706553198c2967977.jpg,trucks,0
20170325_115955_HDRw_1u_jpg.rf.491ff3137e812e3f648e81b961037cec.jpg,trucks,0
Image_013223_jpg.rf.8e631fc05bf30535cad21fd42cea26ee.jpg,trucks,0
IMG_20150904_105503_jpg.rf.558ba9464d7e9b36b332799fb81fdb94.jpg,trucks,0
38263_50139_258320_jpg.rf.980a650ff1be3df8631e33631452df0e.jpg,trucks,0
mitsubishi-boom-truck-15934054121_jpg.rf.dbc719d49713cc91c9e2f841e079ceb6.jpg,trucks,0
bak-2Btruk-2Bwarna-2Bkuning-2Bmerah--6_jpg.rf.8bf3da3367a85a0aec8c5d36e2f4be56.jpg,trucks,0
Image_013456_jpg.rf.eed16ee01015a056e0ca35bf525839de.jpg,trucks,0
mitsubishi-fuso-fe-180-182716081529-_jpg.rf.25f08331ba5ad3ac79466cb645ad34fc.jpg,trucks,0
mitsubishi-canter-339fdca1_jpg.rf.a3fc37ca451272de87177e62aafafb35.jpg,trucks,0
Image_013239_jpg.rf.374d61cd170479d0ac4c709925356d99.jpg,trucks,0
2234_jpg.rf.db2f5c89730f4b1a40e8f112f2dc5023.jpg,trucks,0
Image_013253_jpg.rf.19942e4b97f622a4d0f85b8d88c35627.jpg,trucks,0
Image_013335_jpg.rf.8094a12fc5a445cd9372ab01b39d032b.jpg,trucks,0
2009-Mitsubishi-Canter-mini-dump-tru_jpg.rf.6f0e72642c7e9895c5fbde4ea47659e8.jpg,trucks,0
Image_013271_jpg.rf.641dbfcaac6e5214d73f0f1a9954c65f.jpg,trucks,0
Image_013270_jpg.rf.27e8c8fdea7e97c9a580bbc25befb209.jpg,trucks,0
36481_48360_248248_jpg.rf.25c1ffca4f8e74dd1afbd07502cc1145.jpg,trucks,0
2008-mitsubishi-fuso-wrecker-tow-tru-1_jpg.rf.9eeb19d05ea8b4eadd77b937b86d6c5f.jpg,trucks,0
mitsubishi-fuso-tv-truck-hannover-ge_jpg.rf.a76980e15422b4d7750010c9f3b8cbe8.jpg,trucks,0
Image_013578_jpg.rf.654d6f938e7c72b49c9f7c32ef911767.jpg,trucks,0
Image_013577_jpg.rf.b5d323e8500cd2774398187dddfab23f.jpg,trucks,0
0ed5b30d578ecfa7a65f-1296x954_jpg.rf.6f54b2017ac1367ea7d564c046a9982a.jpg,trucks,0
Modifikasi-Truk-Budi-Karya_jpg.rf.988e3b4e49460c104a6728d112bea018.jpg,trucks,0
used-2003-mitsubishi-fuso-fe-hd-box-_jpg.rf.c785ce0e6b504bf9b15588673784a7c0.jpg,trucks,0
wdCazykNhTkmPqJ_jpg.rf.24e6a4f3cad9960981312f27236959d3.jpg,trucks,0
maxresdefault-18_jpg.rf.d896d44820373daad99c5a1b703eefb6.jpg,trucks,0
-_35_jpg.rf.a8a170af707de93149f6544ecc3c24b3.jpg,trucks,0
Image_013565_jpg.rf.f8c7f080802efc9fed02d128ce6d64ed.jpg,trucks,0
16012-colt-jual-mobil-mitsubishi-can_jpg.rf.a756135865481098fa6823816cee947f.jpg,trucks,0
ets2-mitsubishi-fuso-supergreat-truc_jpg.rf.9af791213ef82714d4a02a0bb3543aad.jpg,trucks,0
2004-mitsubishi-fuso-fh211-flatbed-1_jpg.rf.cdc5888ee6ebef976b7a77357d6b9cc7.jpg,trucks,0
17828_6137AFS01_11_jpg.rf.50dd518559138094a63e94ef4da1acd9.jpg,trucks,0
800px-Mitsubishi_Fuso_Canter_20_jpg.rf.c505b6718079eff7ee0e1c16e287de5d.jpg,trucks,0
2007-mitsubishi-fuso-fm260-26-box-tr_jpg.rf.0b0d1834ecf829eb64f3fee4ebaca4b9.jpg,trucks,0
Image_013341_jpg.rf.8be01f5567fec60c6d77482d4b0df231.jpg,trucks,0
1817_jpg.rf.161bc8ec4af2d2518af8bc49ef520aa8.jpg,trucks,0
Image_013289_jpg.rf.f31627eeb2f264b360bf898f31381660.jpg,trucks,0
184---08_jpg.rf.6a362c4435f6a45b914c63504332730a.jpg,trucks,0
Modifikasi-Truk-Ragasa_jpg.rf.c6e01ac8282ff4bdfe0e0ae3996a59fd.jpg,trucks,0
Image_013259_jpg.rf.9e88d97c83f723cbee42e9dab0f293cb.jpg,trucks,0
Image_013469_jpg.rf.15ac83156662d117b1f7d377a59763ef.jpg,trucks,0
2020-09-19-16-41-50-1100x674_jpg.rf.fb5478a1ce332d465a0784b3ed6c634d.jpg,trucks,0
modifikasi-2Btruk-2Bdan-2Bvariasi-1_jpg.rf.4d6428f7ea79d4f912173f1526a19608.jpg,trucks,0
Image_013355_jpg.rf.fffa1dc567009070796e58348df40019.jpg,trucks,0
mitsubishi-fuso-fighter-962c80103b_jpg.rf.6a91dc9841f05f8fdcbfb746e1581079.jpg,trucks,0
Modifikasi-Truk-ISUZU-Elf-Putih-HS-M_jpg.rf.e32265639a0868e9c05fb057b2d5ae89.jpg,trucks,0
Image_013369_jpg.rf.232456a7354c6a65d281fa74af9890bb.jpg,trucks,0
istockphoto-1007189108-1024x1024_jpg.rf.67567fae852279cc6ab60e7790ba278e.jpg,trucks,0
847673-2012-mitsubishi-fuso-super-gr_jpg.rf.c5d3445efdde8fb67172c68ac5f3d6bf.jpg,trucks,0
Image_013288_jpg.rf.46e96acef5b52bc48720ebdd7849c8f3.jpg,trucks,0
01-l_jpg.rf.2e502f5cf253284962478162b028d769.jpg,trucks,0
